trialnum,condit,stimamt,stim1posx,stim1posy,stim1col,stim1opa,stim2posx,stim2posy,stim2col,stim2opa,stim3posx,stim3posy,stim3col,stim3opa,stim4posx,stim4posy,stim4col,stim4opa,stim5posx,stim5posy,stim5col,stim5opa,stim6posx,stim6posy,stim6col,stim6opa,stim7posx,stim7posy,stim7col,stim7opa,stim8posx,stim8posy,stim8col,stim8opa,stimsizex,stimsizey,stimdur,targetposx,targetposy,targetcol,corrAns,blueOpacity,orangeOpacity,CDT_trials_train.thisRepN,CDT_trials_train.thisTrialN,CDT_trials_train.thisN,CDT_trials_train.thisIndex,CDT_trials.thisRepN,CDT_trials.thisTrialN,CDT_trials.thisN,CDT_trials.thisIndex,GNG_trials_1.thisRepN,GNG_trials_1.thisTrialN,GNG_trials_1.thisN,GNG_trials_1.thisIndex,GNG_trials_2.thisRepN,GNG_trials_2.thisTrialN,GNG_trials_2.thisN,GNG_trials_2.thisIndex,GNG_trials_3.thisRepN,GNG_trials_3.thisTrialN,GNG_trials_3.thisN,GNG_trials_3.thisIndex,instr_text_2.started,instr_text_2.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,instr_text.started,instr_text.stopped,key_resp.keys,key_resp.corr,key_resp.rt,Instructions.started,Instructions.stopped,fix_ini.started,fix_ini.stopped,fix_trial.started,fix_trial.stopped,trialBlue.started,trialBlue.stopped,trialOrange.started,trialOrange.stopped,trialResp.keys,trialResp.corr,trialResp.rt,trialResp.started,trialResp.stopped,Instructions_2.started,Instructions_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
81,same,8,0.27,0.14,yellow,1,0.41,-0.14,blue,1,-0.41,-0.14,green,1,-0.41,0.14,orange,1,0.14,0.41,red,1,0.14,-0.27,magenta,1,-0.14,-0.27,white,1,-0.14,0.14,black,1,0.05,0.05,0.15,-0.41,0.14,orange,k,,,,,,,0,90,90,80,,,,,,,,,,,,,,,,,,,,l,0,0.9847823509990121,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
79,same,8,0.27,0.14,green,1,0.41,-0.14,yellow,1,-0.27,-0.41,orange,1,-0.14,0.14,black,1,0.41,0.27,white,1,0.14,-0.14,red,1,-0.14,-0.27,blue,1,-0.27,0.41,magenta,1,0.05,0.05,0.15,0.41,0.27,white,k,,,,,,,0,91,91,78,,,,,,,,,,,,,,,,,,,,l,0,1.3339720980002312,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
64,same,8,0.41,0.14,green,1,0.14,-0.41,white,1,-0.14,-0.14,yellow,1,-0.14,0.27,red,1,0.27,0.14,blue,1,0.27,-0.27,magenta,1,-0.14,-0.27,orange,1,-0.14,0.41,black,1,0.05,0.05,0.15,-0.14,0.27,red,k,,,,,,,0,92,92,63,,,,,,,,,,,,,,,,,,,,l,0,1.5348144720046548,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
38,different,4,0.27,0.27,black,1,0.14,-0.27,green,1,-0.14,-0.27,magenta,1,-0.41,0.14,blue,1,0.14,0.41,orange,0,0.27,-0.41,yellow,0,-0.41,-0.14,white,0,-0.27,0.41,red,0,0.05,0.05,0.15,-0.14,-0.27,orange,l,,,,,,,0,93,93,37,,,,,,,,,,,,,,,,,,,,l,1,1.1524956150024082,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
28,same,4,0.41,0.41,magenta,1,0.27,-0.14,blue,1,-0.14,-0.14,red,1,-0.14,0.41,orange,1,0.14,0.14,black,0,0.41,-0.14,green,0,-0.27,-0.14,yellow,0,-0.14,0.27,white,0,0.05,0.05,0.15,0.27,-0.14,blue,k,,,,,,,0,94,94,27,,,,,,,,,,,,,,,,,,,,l,0,1.4520359540038044,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
27,same,4,0.27,0.27,yellow,1,0.27,-0.27,green,1,-0.27,-0.41,white,1,-0.14,0.41,black,1,0.14,0.41,blue,0,0.41,-0.14,red,0,-0.14,-0.14,orange,0,-0.27,0.41,magenta,0,0.05,0.05,0.15,0.27,-0.27,green,k,,,,,,,0,95,95,26,,,,,,,,,,,,,,,,,,,,l,0,1.3179625800039503,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
32,different,4,0.41,0.27,orange,1,0.41,-0.41,green,1,-0.14,-0.14,white,1,-0.41,0.41,red,1,0.27,0.41,black,0,0.27,-0.41,magenta,0,-0.27,-0.14,blue,0,-0.14,0.14,yellow,0,0.05,0.05,0.15,-0.14,-0.14,blue,l,,,,,,,0,96,96,31,,,,,,,,,,,,,,,,,,,,l,1,0.8505427410054835,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
48,different,4,0.14,0.27,red,1,0.27,-0.14,yellow,1,-0.27,-0.41,magenta,1,-0.41,0.14,green,1,0.14,0.14,orange,0,0.41,-0.14,white,0,-0.27,-0.27,black,0,-0.41,0.41,blue,0,0.05,0.05,0.15,0.14,0.27,blue,l,,,,,,,0,97,97,47,,,,,,,,,,,,,,,,,,,,l,1,1.0509350779975648,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
14,same,4,0.27,0.41,white,1,0.27,-0.41,black,1,-0.27,-0.27,yellow,1,-0.27,0.27,green,1,0.41,0.41,blue,0,0.14,-0.27,red,0,-0.14,-0.14,orange,0,-0.41,0.41,magenta,0,0.05,0.05,0.15,0.27,-0.41,black,k,,,,,,,0,98,98,13,,,,,,,,,,,,,,,,,,,,k,1,0.9836883930038312,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
92,different,8,0.27,0.27,yellow,1,0.14,-0.27,green,1,-0.41,-0.14,blue,1,-0.41,0.41,red,1,0.14,0.27,magenta,1,0.27,-0.14,white,1,-0.14,-0.14,orange,1,-0.27,0.27,black,1,0.05,0.05,0.15,-0.41,-0.14,magenta,l,,,,,,,0,99,99,91,,,,,,,,,,,,,,,,,,,,l,1,1.0005633439941448,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
93,different,8,0.14,0.41,blue,1,0.14,-0.27,red,1,-0.41,-0.14,magenta,1,-0.14,0.27,black,1,0.41,0.27,yellow,1,0.41,-0.14,orange,1,-0.27,-0.14,green,1,-0.14,0.41,white,1,0.05,0.05,0.15,0.41,-0.14,blue,l,,,,,,,0,100,100,92,,,,,,,,,,,,,,,,,,,,l,1,1.5488261350037646,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
108,different,8,0.27,0.41,magenta,1,0.27,-0.14,green,1,-0.14,-0.41,yellow,1,-0.41,0.41,red,1,0.41,0.27,blue,1,0.14,-0.27,white,1,-0.27,-0.27,orange,1,-0.41,0.14,black,1,0.05,0.05,0.15,0.27,0.41,black,l,,,,,,,0,101,101,107,,,,,,,,,,,,,,,,,,,,l,1,0.850565574997745,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
80,same,8,0.41,0.14,red,1,0.41,-0.14,blue,1,-0.41,-0.41,black,1,-0.41,0.14,green,1,0.14,0.41,orange,1,0.27,-0.41,white,1,-0.41,-0.14,magenta,1,-0.41,0.41,yellow,1,0.05,0.05,0.15,0.27,-0.41,white,k,,,,,,,0,102,102,79,,,,,,,,,,,,,,,,,,,,l,0,0.8346978049958125,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
118,different,8,0.14,0.14,red,1,0.27,-0.27,yellow,1,-0.27,-0.14,orange,1,-0.41,0.41,magenta,1,0.27,0.27,white,1,0.14,-0.41,green,1,-0.27,-0.41,blue,1,-0.41,0.14,black,1,0.05,0.05,0.15,-0.27,-0.41,black,l,,,,,,,0,103,103,117,,,,,,,,,,,,,,,,,,,,l,1,0.9176784049996058,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
53,different,4,0.14,0.27,white,1,0.41,-0.14,yellow,1,-0.41,-0.41,green,1,-0.14,0.41,black,1,0.41,0.27,red,0,0.14,-0.14,magenta,0,-0.27,-0.27,blue,0,-0.27,0.27,orange,0,0.05,0.05,0.15,0.14,0.27,blue,l,,,,,,,0,104,104,52,,,,,,,,,,,,,,,,,,,,l,1,0.7698462749976898,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
13,same,4,0.41,0.41,black,1,0.14,-0.14,red,1,-0.14,-0.14,orange,1,-0.14,0.14,white,1,0.14,0.14,green,0,0.27,-0.27,magenta,0,-0.27,-0.14,yellow,0,-0.14,0.41,blue,0,0.05,0.05,0.15,0.41,0.41,black,k,,,,,,,0,105,105,12,,,,,,,,,,,,,,,,,,,,k,1,1.2010482929981663,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
10,same,4,0.14,0.41,magenta,1,0.41,-0.14,black,1,-0.27,-0.27,orange,1,-0.41,0.27,green,1,0.27,0.41,blue,0,0.41,-0.41,yellow,0,-0.41,-0.41,white,0,-0.27,0.27,red,0,0.05,0.05,0.15,0.41,-0.14,black,k,,,,,,,0,106,106,9,,,,,,,,,,,,,,,,,,,,k,1,0.7503600380005082,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
15,same,4,0.41,0.14,magenta,1,0.41,-0.27,blue,1,-0.27,-0.14,yellow,1,-0.14,0.41,green,1,0.41,0.27,red,0,0.14,-0.14,orange,0,-0.14,-0.14,white,0,-0.27,0.27,black,0,0.05,0.05,0.15,-0.14,0.41,green,k,,,,,,,0,107,107,14,,,,,,,,,,,,,,,,,,,,k,1,0.7688605759976781,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
102,different,8,0.14,0.27,yellow,1,0.14,-0.41,green,1,-0.41,-0.27,red,1,-0.14,0.41,orange,1,0.41,0.41,magenta,1,0.27,-0.41,blue,1,-0.27,-0.41,white,1,-0.27,0.27,black,1,0.05,0.05,0.15,-0.27,0.27,yellow,l,,,,,,,0,108,108,101,,,,,,,,,,,,,,,,,,,,l,1,1.2343943960004253,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
84,same,8,0.27,0.14,magenta,1,0.14,-0.14,yellow,1,-0.14,-0.14,blue,1,-0.27,0.27,red,1,0.41,0.14,white,1,0.41,-0.27,orange,1,-0.14,-0.27,black,1,-0.41,0.14,green,1,0.05,0.05,0.15,-0.27,0.27,red,k,,,,,,,0,109,109,83,,,,,,,,,,,,,,,,,,,,l,0,0.7509403520016349,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
109,different,8,0.41,0.14,yellow,1,0.27,-0.27,white,1,-0.14,-0.27,magenta,1,-0.27,0.14,orange,1,0.41,0.41,green,1,0.27,-0.41,red,1,-0.27,-0.41,black,1,-0.27,0.41,blue,1,0.05,0.05,0.15,0.27,-0.27,green,l,,,,,,,0,110,110,108,,,,,,,,,,,,,,,,,,,,l,1,0.8678251780002029,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
112,different,8,0.27,0.41,magenta,1,0.14,-0.41,green,1,-0.14,-0.14,black,1,-0.27,0.27,white,1,0.41,0.41,red,1,0.14,-0.27,blue,1,-0.41,-0.14,orange,1,-0.14,0.14,yellow,1,0.05,0.05,0.15,0.41,0.41,blue,l,,,,,,,0,111,111,111,,,,,,,,,,,,,,,,,,,,l,1,1.1343135889983387,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
96,different,8,0.14,0.14,yellow,1,0.14,-0.41,black,1,-0.27,-0.27,orange,1,-0.14,0.41,blue,1,0.14,0.27,magenta,1,0.41,-0.27,white,1,-0.41,-0.41,red,1,-0.41,0.41,green,1,0.05,0.05,0.15,0.41,-0.27,magenta,l,,,,,,,0,112,112,95,,,,,,,,,,,,,,,,,,,,l,1,0.9657620850048261,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
106,different,8,0.41,0.41,black,1,0.14,-0.41,yellow,1,-0.41,-0.14,orange,1,-0.27,0.27,blue,1,0.14,0.41,red,1,0.41,-0.27,green,1,-0.14,-0.14,white,1,-0.14,0.14,magenta,1,0.05,0.05,0.15,-0.41,-0.14,green,l,,,,,,,0,113,113,105,,,,,,,,,,,,,,,,,,,,l,1,0.9510806799953571,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
35,different,4,0.27,0.41,orange,1,0.41,-0.14,white,1,-0.27,-0.27,green,1,-0.14,0.27,yellow,1,0.41,0.27,black,0,0.41,-0.41,magenta,0,-0.14,-0.14,blue,0,-0.27,0.14,red,0,0.05,0.05,0.15,-0.14,0.27,blue,l,,,,,,,0,114,114,34,,,,,,,,,,,,,,,,,,,,l,1,0.9065449379995698,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
7,same,4,0.41,0.41,yellow,1,0.41,-0.41,blue,1,-0.14,-0.41,black,1,-0.14,0.14,magenta,1,0.27,0.41,red,0,0.41,-0.27,green,0,-0.41,-0.14,white,0,-0.14,0.27,orange,0,0.05,0.05,0.15,-0.14,0.14,magenta,k,,,,,,,0,115,115,6,,,,,,,,,,,,,,,,,,,,k,1,1.0338150030001998,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
78,same,8,0.41,0.14,green,1,0.14,-0.27,magenta,1,-0.41,-0.27,blue,1,-0.41,0.41,black,1,0.41,0.27,white,1,0.41,-0.14,orange,1,-0.14,-0.41,yellow,1,-0.14,0.41,red,1,0.05,0.05,0.15,-0.41,-0.27,blue,k,,,,,,,0,116,116,77,,,,,,,,,,,,,,,,,,,,l,0,1.1673155120006413,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
75,same,8,0.41,0.27,blue,1,0.41,-0.41,black,1,-0.41,-0.41,red,1,-0.27,0.14,magenta,1,0.27,0.14,yellow,1,0.27,-0.27,white,1,-0.14,-0.27,green,1,-0.41,0.27,orange,1,0.05,0.05,0.15,-0.14,-0.27,green,k,,,,,,,0,117,117,74,,,,,,,,,,,,,,,,,,,,l,0,1.2000839979955344,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
107,different,8,0.27,0.41,green,1,0.27,-0.41,white,1,-0.41,-0.41,black,1,-0.14,0.41,blue,1,0.14,0.14,red,1,0.27,-0.27,yellow,1,-0.14,-0.41,magenta,1,-0.14,0.14,orange,1,0.05,0.05,0.15,-0.14,0.14,black,l,,,,,,,0,118,118,106,,,,,,,,,,,,,,,,,,,,l,1,0.9502141379998648,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
68,same,8,0.14,0.27,green,1,0.41,-0.27,magenta,1,-0.14,-0.27,white,1,-0.41,0.14,red,1,0.41,0.14,yellow,1,0.27,-0.14,blue,1,-0.14,-0.41,orange,1,-0.14,0.14,black,1,0.05,0.05,0.15,0.27,-0.14,blue,k,,,,,,,0,119,119,67,,,,,,,,,,,,,,,,,,,,l,0,0.8345705100000487,,,,,,,,,,,,,,,,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,0,0,39,,,,,,,,,,,,,,,,,,,429.2157424120014,None,436.1377497890062,None,437.16488033600035,None,437.16488033600035,437.3711918820045,437.16488033600035,437.3711918820045,space,1,0.4910423159963102,437.16488033600035,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,438.1581848430069,None,438.1581848430069,438.37118499000644,438.1581848430069,438.37118499000644,None,1,,438.1581848430069,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,439.1549435650013,None,439.1549435650013,439.35450112500257,439.1549435650013,439.35450112500257,None,1,,439.1549435650013,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,3,3,25,,,,,,,,,,,,,,,,,,,,,,,440.155530875003,None,440.155530875003,440.35471437200613,440.155530875003,440.35471437200613,space,1,0.38348223800130654,440.155530875003,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,4,4,11,,,,,,,,,,,,,,,,,,,,,,,441.1566986500038,None,441.1566986500038,441.37144517000706,441.1566986500038,441.37144517000706,space,1,0.4481514689978212,441.1566986500038,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,5,5,34,,,,,,,,,,,,,,,,,,,,,,,442.15540625200083,None,442.15540625200083,442.3550054130028,442.15540625200083,442.3550054130028,space,1,0.41712157300207764,442.15540625200083,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,6,6,27,,,,,,,,,,,,,,,,,,,,,,,443.1551035220036,None,443.1551035220036,443.3547860040053,443.1551035220036,443.3547860040053,space,1,0.4498567280024872,443.1551035220036,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,7,7,10,,,,,,,,,,,,,,,,,,,,,,,444.15679306200036,None,444.15679306200036,444.37148436700227,444.15679306200036,444.37148436700227,space,1,0.39804846499464475,444.15679306200036,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,8,8,44,,,,,,,,,,,,,,,,,,,,,,,445.15615098200215,None,445.15615098200215,445.37153172900435,445.15615098200215,445.37153172900435,space,1,0.3664523370025563,445.15615098200215,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,9,9,45,,,,,,,,,,,,,,,,,,,,,,,446.1563082280045,None,446.1563082280045,446.3550649880053,446.1563082280045,446.3550649880053,space,1,0.3476957009988837,446.1563082280045,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,0,10,10,0,,,,,,,,,,,,,,,,,,,,,,,447.15377683500265,None,447.15377683500265,447.3548292380001,447.15377683500265,447.3548292380001,None,1,,447.15377683500265,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,11,11,42,,,,,,,,,,,,,,,,,,,,,,,448.1554310790016,None,448.1554310790016,448.35481039300066,448.1554310790016,448.35481039300066,space,1,0.4172487899995758,448.1554310790016,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,0,12,12,6,,,,,,,,,,,,,,,,,,,,,,,449.1566037490047,None,449.1566037490047,449.371767896002,449.1566037490047,449.371767896002,None,1,,449.1566037490047,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,13,13,46,,,,,,,,,,,,,,,,,,,,,,,450.15667299800407,None,450.15667299800407,450.37181527800567,450.15667299800407,450.37181527800567,space,1,0.3325324960023863,450.15667299800407,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,14,14,48,,,,,,,,,,,,,,,,,,,,,,,451.15623342500476,None,451.15623342500476,451.3551739750037,451.15623342500476,451.3551739750037,space,1,0.6499290449937689,451.15623342500476,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,15,15,47,,,,,,,,,,,,,,,,,,,,,,,452.15577034600574,None,452.15577034600574,452.3553725100064,452.15577034600574,452.3553725100064,space,1,0.4674018799996702,452.15577034600574,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,16,16,17,,,,,,,,,,,,,,,,,,,,,,,453.1554041700001,None,453.1554041700001,453.3552858080002,453.1554041700001,453.3552858080002,space,1,0.43426988900318975,453.1554041700001,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,0,17,17,9,,,,,,,,,,,,,,,,,,,,,,,454.15659209100704,None,454.15659209100704,454.3552788730012,454.15659209100704,454.3552788730012,None,1,,454.15659209100704,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,18,18,12,,,,,,,,,,,,,,,,,,,,,,,455.1560622550023,None,455.1560622550023,455.3554054500055,455.1560622550023,455.3554054500055,space,1,0.38410053300322033,455.1560622550023,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,19,19,18,,,,,,,,,,,,,,,,,,,,,,,456.15661394600465,None,456.15661394600465,456.35534537100466,456.15661394600465,456.35534537100466,space,1,0.4000639969963231,456.15661394600465,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,20,20,40,,,,,,,,,,,,,,,,,,,,,,,457.1567955040009,None,457.1567955040009,457.35556036300113,457.1567955040009,457.35556036300113,space,1,0.4491517400019802,457.1567955040009,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,0,21,21,4,,,,,,,,,,,,,,,,,,,,,,,458.15795044000697,None,458.15795044000697,458.3722281030059,458.15795044000697,458.3722281030059,None,1,,458.15795044000697,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,0,22,22,2,,,,,,,,,,,,,,,,,,,,,,,459.156877706002,None,459.156877706002,459.3556476580052,459.156877706002,459.3556476580052,None,1,,459.156877706002,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,23,23,43,,,,,,,,,,,,,,,,,,,,,,,460.15670931000204,None,460.15670931000204,460.35558329000196,460.15670931000204,460.35558329000196,space,1,0.41628175799996825,460.15670931000204,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,24,24,16,,,,,,,,,,,,,,,,,,,,,,,461.1576885350005,None,461.1576885350005,461.37241589500627,461.1576885350005,461.37241589500627,space,1,0.5488124930052436,461.1576885350005,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,25,25,41,,,,,,,,,,,,,,,,,,,,,,,462.15644123300444,None,462.15644123300444,462.3553932460054,462.15644123300444,462.3553932460054,space,1,0.4501262920020963,462.15644123300444,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,26,26,21,,,,,,,,,,,,,,,,,,,,,,,463.1573885590042,None,463.1573885590042,463.3726110530042,463.1573885590042,463.3726110530042,space,1,0.3493608770004357,463.1573885590042,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,0,27,27,5,,,,,,,,,,,,,,,,,,,,,,,464.15699008900265,None,464.15699008900265,464.37254362300155,464.15699008900265,464.37254362300155,None,1,,464.15699008900265,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,28,28,14,,,,,,,,,,,,,,,,,,,,,,,465.1401919370037,None,465.1401919370037,465.3552800230027,465.1401919370037,465.3552800230027,space,1,0.36470794300112175,465.1401919370037,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,0,29,29,1,,,,,,,,,,,,,,,,,,,,,,,466.1403346710067,466.1403346710067,466.1403346710067,466.3392199450027,466.1403346710067,466.3392199450027,None,1,,466.1403346710067,466.1403346710067,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,30,30,32,,,,,,,,,,,,,,,,,,,,,,,467.1397748970048,467.1397748970048,467.1397748970048,467.33957167400513,467.1397748970048,467.33957167400513,space,1,0.367082748998655,467.1397748970048,467.1397748970048,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
